,question,answer,context
367,How many actions does it take to process the parmesan cheese?,1,"cook onion in butter until tender . add rice , spinach , garlic powder , basil and thyme . beat eggs and stir into rice mixture . turn into buttered 2-quart casserole . sprinkle with parmesan cheese . bake at 375 degf for 20 minutes . "
368,How many actions does it take to process the butter?,2,"cook onion in butter until tender . add rice , spinach , garlic powder , basil and thyme . beat eggs and stir into rice mixture . turn into buttered 2-quart casserole . sprinkle with parmesan cheese . bake at 375 degf for 20 minutes . "
369,How many times is the pot used?,1,"in a medium size pot over low heat , simmer rice , water and salt for about an hour or so until rice is soft . marinate chicken in lime juice / salt for about 5 minutes . in a skillet , heat oil and saute onion and garlic until tender ; add white pepper and marinated chicken . cook , stirring for 10 minutes or so . in small bowls , put 1 cup of heated rice broth and sprinkle with chicken , chopped green onion , celery leaves , and cilantro . "
370,How many actions does it take to process the rice?,2,"in a medium size pot over low heat , simmer rice , water and salt for about an hour or so until rice is soft . marinate chicken in lime juice / salt for about 5 minutes . in a skillet , heat oil and saute onion and garlic until tender ; add white pepper and marinated chicken . cook , stirring for 10 minutes or so . in small bowls , put 1 cup of heated rice broth and sprinkle with chicken , chopped green onion , celery leaves , and cilantro . "
371,How many actions does it take to process the white pepper?,1,"in a medium size pot over low heat , simmer rice , water and salt for about an hour or so until rice is soft . marinate chicken in lime juice / salt for about 5 minutes . in a skillet , heat oil and saute onion and garlic until tender ; add white pepper and marinated chicken . cook , stirring for 10 minutes or so . in small bowls , put 1 cup of heated rice broth and sprinkle with chicken , chopped green onion , celery leaves , and cilantro . "
372,How many actions does it take to process the gelatin?,3,"prepare a 9 * 13 in baking pan with cooking spray . ( ensure the entire dish is coated , as the marshmallow mixture is very sticky . combine 1/2 cup of powdered sugar with 1/4 cup cornstarch . sift mixture into the baking dish and shake so the dish is coated . set aside . in a large bowl combine gelatin , vanilla extract , and maple extract with 1/2 cup and 2 tablespoons of cold water . gently whisk mixture until well combined and no lumps remain . continue to whisk until the gelatin reaches a consistency similar to baby food ( about one minute ) . set aside . in a medium saucepan combine 3/4 cup water , corn syrup , granulated sugar , and salt . whisk to combine and bring to a boil over medium high heat . cover pot , reduce heat and simmer for about 2 and a half minutes . remove from heat . pour mixture over gelatin and beat on medium with an electric mixer until combined , about one minute . increase speed to maximum and beat for 15 - 20 minutes until the mixture is glossy and makes meringue like peaks . pour marshmallow mixture into prepared 9 * 13 inch dish and spread evenly . wet spatula and smooth the top until it 's even . leave the marshmallow mixture uncovered on a counter for 24 hours to set . once the marshmallows have set , prepare your workspace . combine remaining powdered sugar and cornstarch in a medium sized bowl . dust some of the mixture onto a cutting board . wet a sharp knife and drag it along the edges of the 9 * 13 inch dish to loosen the marshmallow mixture . sprinkle some of the powdered sugar onto the top of the marshmallows and flip the dish onto prepared cutting board . cut the marshmallows into squares , occasionally wetting the knife to make more precise cuts . toss marshmallow squares in the cornstarch sugar mixture until well coated . store marshmallows in a sealed container , layered between wax paper . "
373,How many actions does it take to process the pepper?,2,"in a 6-quart saucepan or pot , combine all ingredients except salt , pepper and cheese . simmer partially covered for 11/2 to 2 hours . discard the parsley bundle ; season to taste . pour into hot soup bowls and garnish with cheese . "
374,How many actions does it take to process the parsley bundle?,1,"in a 6-quart saucepan or pot , combine all ingredients except salt , pepper and cheese . simmer partially covered for 11/2 to 2 hours . discard the parsley bundle ; season to taste . pour into hot soup bowls and garnish with cheese . "
375,How many actions does it take to process the salt?,1,"in a large bowl toss cabbage , carrots , green onions and pepitas together until combined . set aside . in a small bowl whisk together , mayonnaise , buttermilk , jalapenos , cilantro , lime juice , relish and vinegar until combined . pour dressing over the vegetables and toss to combine . taste and season with salt and pepper according to preference . chill until ready to serve . "
376,How many times is the whisk used?,1,"in a large bowl toss cabbage , carrots , green onions and pepitas together until combined . set aside . in a small bowl whisk together , mayonnaise , buttermilk , jalapenos , cilantro , lime juice , relish and vinegar until combined . pour dressing over the vegetables and toss to combine . taste and season with salt and pepper according to preference . chill until ready to serve . "
377,How many actions does it take to process the buttermilk?,2,"in a large bowl toss cabbage , carrots , green onions and pepitas together until combined . set aside . in a small bowl whisk together , mayonnaise , buttermilk , jalapenos , cilantro , lime juice , relish and vinegar until combined . pour dressing over the vegetables and toss to combine . taste and season with salt and pepper according to preference . chill until ready to serve . "
378,How many times is the small bowl used?,1,"in a large bowl toss cabbage , carrots , green onions and pepitas together until combined . set aside . in a small bowl whisk together , mayonnaise , buttermilk , jalapenos , cilantro , lime juice , relish and vinegar until combined . pour dressing over the vegetables and toss to combine . taste and season with salt and pepper according to preference . chill until ready to serve . "
